CD_CVM,TICKER,DENOM_SOCIAL,DENOM_COMERC,SETOR_ATIV,PF_PJ,CNPJ,DT_REG,DT_CONST,DT_CANCEL,MOTIVO_CANCEL,SIT_REG,DT_INI_SIT,SIT_EMISSOR,DT_INI_SIT_EMISSOR,CATEG_REG,DT_INI_CATEG,AUDITOR,CNPJ_AUDITOR,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,CIDADE,UF,PAIS,CD_POSTAL,TEL,FAX,EMAIL,TP_RESP,RESP,DT_INI_RESP,LOGRADOURO_RESP,COMPL_RESP,BAIRRO_RESP,CIDADE_RESP,UF_RESP,PAIS_RESP,CEP_RESP,TEL_RESP,FAX_RESP,EMAIL_RESP,TP_MERC
22810,,ELDORADO BRASIL CELULOSE S.A.,ELDORADO CELULOSE E PAPEL S/A,PAPEL E CELULOSE,PJ,7.40144E+12,6/6/2012,4/25/2005,,,ATIVO,6/6/2012,FASE OPERACIONAL,12/1/2012,Categoria B,3/6/2012,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Avenida Marginal Direita do Tietê, 500",,Vila Jaguara,SÃO PAULO,SP,BRASIL,,(11) 25050258,(11) 25050258,marcos.camara@eldoradobrasil.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RODRIGO LIBABER,1/9/2018,AV. MARGINAL DIREITA DO TIETE,500,VILA JAGUARA,SÃO PAULO,SP,,5118100,(11) 25050258,(11) 25050258,ri@eldoradobrasil.com.br,
22829,,CIMENTO TUPI SA,CIMENTO TUPI SA,"Construção Civil, Mat. Constr. e Decoração",PJ,3.30392E+13,6/13/2012,4/13/1949,8/22/2017,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,8/22/2017,FASE OPERACIONAL,6/13/2012,Categoria B,6/13/2012,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Av. das Américas, 500, bloco 12",Salas 205 e 206,Barra da Tijuca,RIO DE JANEIRO,RJ,BRASIL,,(21) 22772121,(21) 22772103,alberto.ribeiro@cimentotupi.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALBERTO KORANYI RIBEIRO,11/10/2016,"AV. DAS AMÉRICAS, 500, BL 12",SALAS 205 E 206,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,,22640100,(021) 22772121,(021) 22772103,dri@cimentotupi.com.br,
22837,,DROGARIAS AMERICANAS SA,DROGARIAS AMERICANAS SA,Farmacêutico e Higiene,PJ,1.24927E+13,7/9/2012,8/10/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,3/6/2012,Categoria A,3/6/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@drogariasamericanas.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SOUZA DE AZAMBUJA,12/12/2011,"RUA SIMÃO BOLIVAR, 1250",,JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@drogariasamericanas.com.br,
22845,,BIOSEV S.A.,LDC BIOENERGIA SA,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,1.55279E+13,7/12/2012,9/1/1982,,,ATIVO,7/12/2012,FASE OPERACIONAL,5/9/2012,Categoria A,7/12/2012,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Avenida Brigadeiro Faria Lima, nº 1.355",11º andar,Jardim Paulistano,SÃO PAULO,SP,BRASIL,,(11) 30925200,(11) 30925341,ri@biosev.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,GUSTAVO LOPES THEODOZIO,4/16/2018,"AV. BRIGADEIRO FARIA LIMA,1355",11º ANDAR,JARDIM PAULISTANO,SÃO PAULO,,,1452919,(011) 30925291,(011) 30925373,ri@biosev.com,
22853,,FRIGOL FOODS PARTICIPAÇÕES S.A.,FRIGOL FOODS PARTICPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.49624E+13,7/17/2012,12/16/2011,3/13/2020,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,3/13/2020,FASE PRÉ-OPERACIONAL,4/3/2012,Categoria A,7/17/2012,GRANT THORNTON AUDITORES INDEPENDENTES,1.08301E+13,SEDE,"Rua São Benedito, nº 509",1º andar cj 13,Alto da Boa Vista,SÃO PAULO,SP,BRASIL,,(14) 32693900,(14) 32693900,luciano.pascon@frigol.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUCIANO CASTIGLIONI PASCON,12/16/2011,R CEL. JOAQUIM ANSELMO MARTINS,1021,CENTRO,LENÇÓIS PAULISTA,SP,,18682050,(14) 32693900,(14) 32693900,luciano.pascon@frigol.com.br,
22861,,MBK SECURITIZADORA S/A,MBK SECUTITIZADORA S/A,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.5688E+13,7/23/2012,6/25/2012,,,ATIVO,7/23/2012,FASE OPERACIONAL,6/25/2012,Categoria B,4/13/2012,RUSSELL BEDFORD BRASIL AUDITORES INDEPENDENTES S/S,1.30982E+13,SEDE,Avenida do Contorno 6594,17o Andar Sl 1620A,Savassi,BELO HORIZONTE,MG,BRASIL,,(31) 35553378,(31) 35553376,marcus.bitar@mbkinvest.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCUS AMARO OLIVEIRA BITAR SILVA,4/13/2012,AVENIDA DO CONTORNO 6594,17º AND SL 1620 A,SAVASSI,BELO HORIZONTE,MG,,30110044,(31) 35553378,(31) 35553376,marcus.bitar@mbkinvest.com.br,
22870,,COMPANHIA AURIFERA BRASILEIRA SA,COMPANHIA AURIFERA BRASILEIRA SA,Emp. Adm. Part. - Extração Mineral,PJ,1.20789E+13,8/3/2012,5/19/2010,8/27/2018,Cancelamento de ofício - IN CVM 480/09,CANCELADA,8/27/2018,FASE PRÉ-OPERACIONAL,2/14/2012,Categoria A,2/14/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Rui Barbosa, 1.322",térreo,Centro,CAMPO LARGO,PR,BRASIL,,(41) 30323033,(41) 30323033,contato@auriferabrasileira.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,CELSO LUIS LANZONI,10/16/2013,RUA RUI BARBOS,1322,'CENTRO,CAMPO LARGO,PR,,83601140,(41) 30323033,(41) 30323033,dri@auriferabr.com.br,
22888,,INTERCOSMETIC HOLDING S/A,INTERCOSMETIC HOLDING S/A,Emp. Adm. Part. - Farmacêutico e Higiene,PJ,1.26101E+13,8/6/2012,7/13/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,12/5/2011,Categoria A,12/6/2011,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@intercosmeticholding.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SOUZA DE AZAMBUJA,7/13/2011,"RUA SIMÃO BOLIVAR, 1250",,JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@intercosmeticholding.com.br,
22896,,EKOPARKING SA,EKOPARKING SA,Emp. Adm. Part. - Sem Setor Principal,PJ,1.26101E+13,8/10/2012,8/10/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,2/6/2012,Categoria A,2/6/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@ekoparking.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,SAIARA KUSTIN,11/1/2013,"RUA SIMÃO BOLÍVAR, 1.250",TÉRREO,BAIRRO JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@ekoparking.com.br,
22900,,PLAY BEVERAGE SOUTH AMERICA SA,PLAY BEVERAGE SOUTH AMERICA SA,Emp. Adm. Part. - Sem Setor Principal,PJ,1.26101E+13,8/10/2012,8/10/2010,5/15/2014,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,5/15/2014,FASE PRÉ-OPERACIONAL,2/6/2012,Categoria A,2/6/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Avenida Vereador Abrahão João Francisco, N° 2.600, 4° andar",sala 401-A,Dom Bosco,ITAJAÍ,SC,BRASIL,,(47) 33417400,(47) 33417401,contato@playbev.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO MAYER GALACHA,8/10/2011,AVENIDA VEREADOR ABRAHÃO JOÃO,SALA 401-A,DOM BOSCO,ITAJAÍ,SC,,88307300,(47) 33417400,(47) 33417401,ri@playbev.com.br,
22918,,ATIVOS BRASILEIROS S.A.,ATIVOS BRASILEIROS S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.37209E+13,8/10/2012,6/30/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,3/26/2012,Categoria A,3/26/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@ativosbrasileiros.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ ALBERTO BASSETTO,12/14/2013,"RUA SIMÃO BOLÍVAR, 1.250",TÉRREO,BAIRRO JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@ativosbrasileiros.com.br,
22926,,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,Serviços Transporte e Logística,PJ,1.06703E+13,8/24/2012,2/18/2009,,,ATIVO,8/24/2012,FASE OPERACIONAL,12/15/2011,Categoria B,8/24/2012,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,Rua do Jaracatia Edif. JBB Center Loja 01 a 11 Sala 01 a 10,nº 106,Caminho das Árvores,SALVADOR,BA,BRASIL,,(71) 30259800,(71) 30259806,marcelo.souza@viabahiasa.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOÃO PEDRO GUERREIRO BARTOLOMEU,8/10/2016,R. DO JARACATAIA ED JJB CENTER,LJ 01 SL 01 Nº 106,CAMINHO DAS ÁRVORES,SALVADOR,BA,,41820665,(71) 30259800,(71) 30259806,marcelo.souza@viabahiasa.com.br,
22934,,ATLETAS BRASILEIROS S/A,ATLETAS BRASILEIROS S/A,BRINQUEDOS E LAZER,PJ,1.26102E+13,9/3/2012,6/30/2010,9/20/2017,Cancelamento de ofício - IN CVM 480/09,CANCELADA,9/20/2017,FASE PRÉ-OPERACIONAL,3/13/2012,Categoria A,3/13/2012,MÜLLER & PREI AUDITORES INDEPENDENTES S/S,1.20186E+13,SEDE,"Avenida Sete de Setembro, 5402",Sala 47 - 4o. andar,Batel,CURITIBA,PR,BRASIL,,(41) 30294747,(41) 30294747,ri@atletasbrasileiros.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIZ CARLOS CASA GRANDE,7/28/2016,RUA PRES. ARTHUR DA SILVA BERN,2040/ APT 302,PORTÃO,CURITIBA,PR,,80320300,(041) 30294747,(041) 30294747,ri@atletasbrasileiros.com.br,
22942,,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,,Emp. Adm. Part. - Sem Setor Principal,PJ,1.92963E+13,9/4/2012,8/19/1976,,,ATIVO,9/4/2012,FASE OPERACIONAL,5/29/2012,Categoria B,5/29/2012,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Rodovia Papa João Paulo II, 4001, Prédio Gerais",4º andar,Serra Verde,BELO HORIZONTE,MG,BRASIL,,(31) 39154858,(31) 39154858,gecon@mgipart.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,WALMIR PINHEIRO DE FARIA,4/14/2015,"ROD PAPA JOÃO P. II, 4001",PRED GERAIS 4° AND,SERRA VERDE,BELO HORIZONTE,MG,,31360901,(31) 39154858,(31) 39154858,dri@mgipart.com.br,
22950,,AR CAPITAL SECURITIES COMPANHIA SECURITIZADORA S.A.,AUREA SECURITIES COMPANHIA SECURITIZADORA S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.5915E+13,9/5/2012,5/23/2012,12/4/2018,Cancelamento de ofício - IN CVM 480/09,CANCELADA,12/4/2018,FASE PRÉ-OPERACIONAL,6/15/2012,Categoria B,6/15/2012,HLV AUDITORES - SOCIEDADE SIMPLES,1.81183E+11,SEDE,"AV. DR. HEITOR NASCIMENTO,196","BLOCO A, SALA 61",MORUMBI,PAULÍNIA,SP,BRASIL,,(19) 33848901,,ri@aureasecurities.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,TALITA LEITE FERNANDES,6/3/2016,"AV. DR. HEITOR NASCIMENTO, 196",6º ANDAR,MORUMBI,PAULÍNIA,SP,,13140729,(019) 33848901,(0) 0,talitafernandes@arcapital.com.br,
22969,,RIO MONSARÁS PARTICIPAÇÕES S/A,RIO MONSARÁS PARTICIPAÇÕES S/A,ENERGIA ELÉTRICA,PJ,1.49696E+13,9/6/2012,7/18/2011,7/23/2014,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,7/23/2014,FASE PRÉ-OPERACIONAL,6/6/2012,Categoria B,6/6/2012,RSM ACAL AUDITORES INDEPENDENTES S/S,7.37714E+12,SEDE,"Avenida Presidente Vargas, 482",Sala 1701,Centro,RIO DE JANEIRO,RJ,BRASIL,,(21) 21695900,(21) 21695900,ri@diferencialenergia.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO VELLOSO CAÚLA SOARES,6/1/2012,AV. MARECHAL FLORIANO,"Nº 19, SL 1902",CENTRO,RIO DE JANEIRO,RJ,,20080003,(RJ) 21695903,(21) 21695901,fernando.caula@diferencialenergia.com.br,
22977,,FERREIRA GOMES ENERGIA S.A.,FERREIRA GOMES ENERGIA S.A.,ENERGIA ELÉTRICA,PJ,1.24893E+13,10/11/2012,8/10/2010,,,ATIVO,10/11/2012,FASE PRÉ-OPERACIONAL,9/17/2012,Categoria B,9/17/2012,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Rua Gomes de Carvalho, 1996, 15 andar",conjunto 151 sala H,Vila Olímpia,SÃO PAULO,SP,BRASIL,,(11) 45712400,(11) 45712472,ri@alupar.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCELO PATRÍCIO FERNANDES COSTA,2/20/2017,"RUA GOMES DE CARVALHO, 1996","15º AND,CONJ. 151",VILA OLÍMPIA,SÃO PAULO,SP,,4547006,(11) 45712400,(11) 45712472,ri@alupar.com.br,
22985,,NORTEC QUIMICA S.A.,NORTEC QUIMICA S.A.,Farmacêutico e Higiene,PJ,2.99501E+13,11/23/2012,7/25/2002,,,ATIVO,11/23/2012,FASE OPERACIONAL,7/31/2012,Categoria A,7/31/2012,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,Rua Dezessete,Número 200,Xerém,DUQUE DE CAXIAS,RJ,BRASIL,,(21) 36517300,(21) 36517319,ri@nortecquimica.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JULIANA CARVALHO ASSIS BASTOS,3/30/2016,"RUA DEZESSETE, 200",,XEREM,DUQUE DE CAXIAS,RJ,,25250612,(21) 36517300,(21) 36517319,ri@nortecquimica.com.br,
22993,,COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL,COMPANHIA DE CREDITO FINANCIAMENTO E INVESTIMENTO RCI BRAISL,BANCOS,PJ,6.17843E+13,11/27/2012,4/17/1967,1/29/2016,INCORPORAÇÃO,CANCELADA,1/29/2016,FASE OPERACIONAL,9/4/2012,Categoria B,11/27/2012,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Rua Pasteur, 463 - 2º andar",conjunto 203,Batel,CURITIBA,PR,BRASIL,,(41) 30251541,(41) 30251508,juridsocietario@santander.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RONALDO WAGNER RONDINELLI,5/1/2015,AV PRES JUSCELINO KUBITSCHEK,N 2041/2235 - BL-A,VILA OLÍMPIA,SÃO PAULO,SP,,4543011,(11) 35531917,(11) 35531917,ronaldo.rondinelli@santander.com.br,
23000,,LIGHT ENERGIA S.A.,LIGHT ENERGIA S.A,ENERGIA ELÉTRICA,PJ,1.91782E+12,1/11/2013,6/23/1997,,,ATIVO,1/11/2013,FASE OPERACIONAL,10/30/2012,Categoria B,10/30/2012,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Avenida Marechal Floriano,168","Bloco 1, 2º andar",Centro,RIO DE JANEIRO,RJ,BRASIL,,(21) 22112814,(21) 22112554,ri@light.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIS FERNANDO PAROLI SANTOS,2/1/2018,"AV. MARECHAL FLORIANO, 168","BLOCO1, 2º ANDAR",CENTRO,RIO DE JANEIRO,,,20080002,(21) 22112623,(21) 22112554,ri@light.com.br,
23019,,FONTAINE VILLE PARTICIPAÇÕES S/A,FONTAINE VILLE PARTICIPAÇÕES S/A,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.43337E+13,1/16/2013,3/18/2011,,,ATIVO,1/16/2013,FASE PRÉ-OPERACIONAL,8/9/2012,Categoria B,1/16/2013,EVOLUÇÃO AUDITORES INDEPENDENTES S/S ILIMITADA,1.30267E+13,SEDE,"Rua Ramos Batista, 152","11º andar, sala C",Vila Olímpia,SÃO PAULO,SP,BRASIL,,(11) 45503410,,tiago.hansen@fontaineville.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,TIAGO HANSEN DE MORAES,8/15/2017,"RUA RAMOS BATISTA, 152","11º ANDAR, SALA C",VILA OLÍMPIA,SÃO PAULO,SP,,4552020,(11) 45503410,(11) 45503410,tiago.hansen@fontaineville.com.br,
23027,,LOUCOS POR FUTEBOL S.A.,LOUCOS POR FUTEBOL S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.2395E+13,1/16/2013,6/3/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,10/1/2012,Categoria A,1/16/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Brigadeiro Franco, 3.659",térreo,Bairro Centro,CURITIBA,PR,BRASIL,,(41) 30899000,(41) 33599991,contato@fosfatobrasileiro.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FABIO RODRIGUES PASSOS,2/13/2014,"RUA BRIGADEIRO FRANCO, 3.659",TÉRREO,CENTRO,CURITIBA,PR,,80250030,(41) 30899000,(41) 33599991,ri@fosfatobrasileiro.com.br,
23035,,LINX S.A.,,COMUNICAÇÃO E INFORMÁTICA,PJ,6.94897E+12,2/6/2013,7/20/2004,,,ATIVO,2/6/2013,FASE OPERACIONAL,12/6/2012,Categoria A,12/6/2012,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Avenida das Nações Unidas, nº 7221",7º andar,Pinheiros,SÃO PAULO,SP,BRASIL,,(11) 21031575,(11) 21031543,ri@linx.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PEDRO HOLMES MONTEIRO MOREIRA,10/16/2017,"AV. DAS NAÇÕES UNIDAS, 7221",7º AND,PINHEIROS,SÃO PAULO,SP,,,(11) 21031575,(11) 21031543,ri@linx.com.br,
23043,,INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO,ECTAS HOLDING S.A.,Emp. Adm. Part. - Educação,PJ,1.23951E+13,2/19/2013,4/7/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,9/18/2012,Categoria A,2/19/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@ectasholding.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SOUZA DE AZAMBUJA,12/30/2011,"RUA SIMÃO BOLIVAR, 1250",TERREO,JUVEVE,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@intellectualservices.com.br.com.br,
23051,,TECNO WASTE S.A.,TECNO WASTE S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.37209E+13,2/25/2013,6/10/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,10/15/2012,Categoria A,2/25/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@tecnowaste.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SOUZA DE AZAMBUJA,12/30/2011,"RUA SIMÃO BOLIVAR, 1250",TERREO,JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@tecnowaste.com.br,
23060,,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,Serviços Transporte e Logística,PJ,2.50919E+12,2/25/2013,4/29/1988,,,ATIVO,2/25/2013,FASE OPERACIONAL,8/21/2012,Categoria B,2/25/2013,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,Rua Marlene David dos Santos,n 325,Jardim Paraíso III,,SP,BRASIL,,(16) 33836300,,ri@triangulodosol.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE TUJISOKI,8/14/2012,RUA LEOPOLDO C  DE M. JUNIOR,758/12º AND,ITAIM BIBI,SÃO PAULO,SP,,4542000,(11) 35089608,(11) 35089601,ri@triangulodosol.com.br,
23078,,EOX ENERGIA EÓLICA S.A.,EOX ENERGIA EÓLICA S.A.,Emp. Adm. Part. - Energia Elétrica,PJ,1.23949E+13,2/25/2013,6/8/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,10/1/2012,Categoria A,2/25/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@eoxenergiaeolica.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,SAIARA KUSTIN,11/20/2013,"RUA SIMÃO BOLÍVAR, 1.250",TÉRREO,BAIRRO JUVEVÊ,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@eoxenergiaeolica.com.br,
23086,,INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL,INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL,Emp. Adm. Part. - Serviços Transporte e Logística,PJ,1.23949E+13,2/28/2013,5/27/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,9/18/2012,Categoria A,9/18/2012,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@intermultimodal.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,SAIARA KUSTIN,10/22/2013,RUA SIMÃO BOLÍVAR,1.250 - TÉRREO,BAIRRO JUVEVÊ,CURITIBA,,,80040140,(41) 30454242,(41) 30455800,ri@intermultimodal.com.br,
23094,,UTILIUM PARTICIPAÇÕES S.A.,UTILIUM PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.2395E+13,3/6/2013,6/9/2010,11/28/2017,Cancelamento de ofício - IN CVM 480/09,CANCELADA,11/28/2017,FASE PRÉ-OPERACIONAL,10/4/2012,Categoria A,3/6/2013,UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES,4.21709E+13,SEDE,"Av. Atlântica, 1.130",12º Andar,Copacabana,RIO DE JANEIRO,RJ,BRASIL,,(21) 35474742,(21) 35474743,contato@esxenergiasolar.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,CARLOS DE CASTRO ZAMPONI,1/24/2014,AV. JOÃO CABRAL DE MELLO NETO,850/BL.03/SALA 922,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,,22775057,(21) 35474742,(21) 35474743,contato@utilium.com.br,
23108,,BPMB I PARTICIPAÇÕES S.A.,BPMB I PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,PJ,1.54834E+13,3/22/2013,4/2/2012,9/15/2015,ELISÃO POR INCORPORAÇÃO,CANCELADA,9/15/2015,FASE PRÉ-OPERACIONAL,3/22/2013,Categoria A,3/22/2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,Avenida Brigadeiro Faria Lima 3477,14° andar,Itaim Bibi,SÃO PAULO,SP,BRASIL,,(11) 33832500,(11) 33832001,OL-DRI-BPMBI@btgpactual.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,EDWYN NEVES,10/1/2012,AV. BRIGADEIRO FARIA LIMA,3477/14º AND,ITAIM BIBI,SÃO PAULO,SP,,4538133,(11) 33832500,(11) 33832001,OL-DRI-BPMBI@btgpactual.com,
23116,,FINPAR PARTICIPAÇÕES S.A.,FINPAR PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Intermediação Financeira,PJ,1.61038E+13,3/26/2013,3/27/2012,12/28/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,12/28/2015,FASE OPERACIONAL,3/31/2013,Categoria A,2/27/2014,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Praia de Botafogo, nº 440",6º andar,Botafogo,RIO DE JANEIRO,RJ,BRASIL,,(21) 37971000,(21) 21130725,paulo.lima@nsgcapital.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PAULO JOSE DE LIMA,11/19/2012,"PRAIA DE BOTAFOGO, 440",6º ANDAR,BOTAFOGO,RIO DE JANEIRO,RJ,,22250908,(21) 37971000,(21) 21130725,paulo.lima@nsgcapital.com.br,
